Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Category,Is_Outlier,Year,Month
West Gear,1189833,2020-07-31,Midwest,Michigan,Grand Rapids,Men's Street Footwear,56.0,395,22120.0,11594.34,0.5242,In-store,Footwear,False,2020,2020-07
Sports Direct,1128299,2020-07-31,Northeast,New York,Albany,Women's Street Footwear,76.89,331,25450.59,9393.63,0.3691,Online,Footwear,False,2020,2020-07
West Gear,1189833,2020-07-31,Southeast,North Carolina,Charlotte,Men's Apparel,29.16,37,1078.92,474.24,0.4396,In-store,Apparel,False,2020,2020-07
West Gear,1189833,2020-07-31,West,Nevada,Reno,Women's Street Footwear,51.43,751,38623.93,17840.13,0.4619,In-store,Footwear,False,2020,2020-07
West Gear,1189833,2020-07-31,Midwest,Illinois,Chicago,Women's Street Footwear,55.6,278,15456.8,4841.22,0.3132,Online,Footwear,False,2020,2020-07
Kohl's,1197834,2020-07-31,West,Washington,Spokane,Women's Athletic Footwear,68.35,436,29800.6,12113.63,0.4065,Online,Footwear,False,2020,2020-07
Sports Direct,1128299,2020-07-31,South,Oklahoma,Tulsa,Women's Street Footwear,73.73,605,44606.65,17595.4,0.3945,In-store,Footwear,False,2020,2020-07
Sports Direct,1128299,2020-07-31,West,Nevada,Las Vegas,Men's Apparel,24.75,531,13142.25,3075.16,0.234,Outlet,Apparel,False,2020,2020-07
West Gear,1189833,2020-07-31,Midwest,Minnesota,Saint Paul,Women's Street Footwear,90.91,849,77182.59,22420.21,0.2905,In-store,Footwear,False,2020,2020-07
Foot Locker,1185732,2020-08-01,West,Colorado,Denver,Women's Apparel,35.89,486,17442.54,3434.03,0.1969,Outlet,Apparel,False,2020,2020-08
Walmart,1197831,2020-08-01,West,California,San Diego,Men's Street Footwear,77.25,172,13287.0,5961.69,0.4487,In-store,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-01,Northeast,Massachusetts,Worcester,Women's Apparel,32.63,188,6134.44,2388.52,0.3894,In-store,Apparel,False,2020,2020-08
Walmart,1197831,2020-08-01,Northeast,Pennsylvania,Pittsburgh,Men's Athletic Footwear,60.09,362,21752.58,5043.13,0.2318,Outlet,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-01,South,Louisiana,New Orleans,Women's Apparel,38.88,168,6531.84,2616.02,0.4005,Online,Apparel,False,2020,2020-08
Foot Locker,1185732,2020-08-01,Northeast,Massachusetts,Boston,Men's Apparel,61.4,120,7368.0,4260.08,0.5782,In-store,Apparel,False,2020,2020-08
Sports Direct,1128299,2020-08-01,Southeast,Florida,Miami,Women's Apparel,43.59,176,7671.84,1946.95,0.2538,Outlet,Apparel,False,2020,2020-08
Amazon,1128302,2020-08-01,Southeast,Georgia,Atlanta,Men's Athletic Footwear,77.33,273,21111.09,6414.55,0.3038,Outlet,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-01,Northeast,New York,Albany,Women's Athletic Footwear,82.76,341,28221.16,4486.38,0.159,Outlet,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-01,Midwest,Minnesota,Saint Paul,Women's Athletic Footwear,109.67,181,19850.27,9632.42,0.4853,In-store,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-02,Southeast,Florida,Miami,Women's Street Footwear,68.26,307,20955.82,10020.44,0.4782,In-store,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-02,Northeast,Pennsylvania,Philadelphia,Men's Apparel,55.12,681,37536.72,15117.24,0.4027,Online,Apparel,False,2020,2020-08
Sports Direct,1128299,2020-08-02,Midwest,Michigan,Grand Rapids,Women's Street Footwear,90.81,51,4631.31,1702.79,0.3677,In-store,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-02,South,Tennessee,Nashville,Men's Athletic Footwear,69.28,46,3186.88,905.32,0.2841,Outlet,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-02,South,Texas,Dallas,Men's Street Footwear,78.96,190,15002.4,5423.47,0.3615,Online,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-02,West,California,San Francisco,Men's Apparel,35.76,85,3039.6,1383.48,0.4552,In-store,Apparel,False,2020,2020-08
Foot Locker,1185732,2020-08-02,Midwest,Ohio,Cleveland,Men's Apparel,38.07,146,5558.22,2047.62,0.3684,In-store,Apparel,False,2020,2020-08
Walmart,1197831,2020-08-02,Southeast,Florida,Miami,Women's Apparel,22.69,814,18469.66,2967.99,0.1607,Outlet,Apparel,False,2020,2020-08
West Gear,1189833,2020-08-02,South,Texas,Dallas,Men's Apparel,45.14,188,8486.32,4345.85,0.5121,In-store,Apparel,False,2020,2020-08
Foot Locker,1185732,2020-08-02,Northeast,New York,Albany,Men's Street Footwear,45.0,501,22545.0,4672.92,0.2073,Outlet,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-02,Southeast,Georgia,Savannah,Men's Athletic Footwear,99.84,236,23562.24,10408.4,0.4417,In-store,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-03,Midwest,Minnesota,Saint Paul,Women's Street Footwear,84.16,420,35347.2,12747.79,0.3606,In-store,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-03,Southeast,Virginia,Virginia Beach,Women's Athletic Footwear,46.43,92,4271.56,957.14,0.2241,Outlet,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-03,Midwest,Illinois,Springfield,Women's Athletic Footwear,67.53,779,52605.87,24843.01,0.4722,In-store,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-03,West,Colorado,Denver,Men's Apparel,36.49,783,28571.67,3107.95,0.1088,Outlet,Apparel,False,2020,2020-08
Foot Locker,1185732,2020-08-03,Midwest,Ohio,Columbus,Men's Athletic Footwear,68.54,244,16723.76,3000.26,0.1794,Outlet,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-03,West,Washington,Spokane,Women's Apparel,33.84,110,3722.4,631.2,0.1696,Outlet,Apparel,False,2020,2020-08
Sports Direct,1128299,2020-08-03,South,Tennessee,Memphis,Women's Street Footwear,61.15,415,25377.25,11836.85,0.4664,Online,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-03,Northeast,New York,New York,Men's Apparel,54.51,619,33741.69,13961.05,0.4138,In-store,Apparel,False,2020,2020-08
Kohl's,1197834,2020-08-03,Northeast,Massachusetts,Worcester,Men's Apparel,44.5,198,8811.0,1802.75,0.2046,Outlet,Apparel,False,2020,2020-08
Sports Direct,1128299,2020-08-03,Southeast,Georgia,Atlanta,Men's Athletic Footwear,57.15,464,26517.6,11992.66,0.4523,In-store,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-03,West,Colorado,Denver,Women's Athletic Footwear,69.63,167,11628.21,4187.58,0.3601,Online,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-03,West,California,San Diego,Men's Street Footwear,104.72,825,86394.0,34807.81,0.4029,Online,Footwear,True,2020,2020-08
Foot Locker,1185732,2020-08-03,South,Louisiana,Baton Rouge,Women's Street Footwear,81.11,175,14194.25,6094.68,0.4294,In-store,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-04,Southeast,Virginia,Virginia Beach,Women's Street Footwear,90.52,271,24530.92,11784.84,0.4804,In-store,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-04,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,119.49,174,20791.26,9853.6,0.4739,In-store,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-04,West,Nevada,Reno,Women's Street Footwear,92.63,510,47241.3,18983.03,0.4018,In-store,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-04,Midwest,Ohio,Cleveland,Men's Apparel,23.8,502,11947.6,6263.58,0.5243,In-store,Apparel,False,2020,2020-08
Foot Locker,1185732,2020-08-04,Midwest,Ohio,Cleveland,Women's Apparel,41.54,629,26128.66,5026.26,0.1924,Online,Apparel,False,2020,2020-08
Sports Direct,1128299,2020-08-04,Midwest,Illinois,Springfield,Men's Apparel,33.2,770,25564.0,7299.21,0.2855,Online,Apparel,False,2020,2020-08
Amazon,1128302,2020-08-04,West,California,Los Angeles,Women's Athletic Footwear,62.25,424,26394.0,9435.92,0.3575,Online,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-04,South,Louisiana,New Orleans,Men's Apparel,24.36,417,10158.12,1969.81,0.1939,Outlet,Apparel,False,2020,2020-08
Sports Direct,1128299,2020-08-04,Northeast,New York,Buffalo,Women's Street Footwear,80.55,489,39388.95,14235.32,0.3614,Online,Footwear,False,2020,2020-08
Sports Direct,1128299,2020-08-04,Northeast,Massachusetts,Boston,Men's Street Footwear,84.41,751,63391.91,23124.16,0.3648,In-store,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-04,South,Tennessee,Nashville,Women's Street Footwear,45.35,53,2403.55,492.0,0.2047,Outlet,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-04,Midwest,Ohio,Cleveland,Women's Apparel,25.74,592,15238.08,6040.45,0.3964,In-store,Apparel,False,2020,2020-08
West Gear,1189833,2020-08-04,Midwest,Minnesota,Saint Paul,Women's Street Footwear,51.06,310,15828.6,4563.68,0.2883,Online,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-04,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,70.06,123,8617.38,4387.53,0.5091,In-store,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-05,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,84.6,612,51775.2,6576.87,0.127,Outlet,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-05,West,Colorado,Colorado Springs,Women's Athletic Footwear,104.25,156,16263.0,7003.17,0.4306,In-store,Footwear,False,2020,2020-08
Sports Direct,1128299,2020-08-05,Southeast,Georgia,Atlanta,Women's Apparel,58.24,587,34186.88,15583.56,0.4558,In-store,Apparel,False,2020,2020-08
Kohl's,1197834,2020-08-05,Northeast,Pennsylvania,Pittsburgh,Men's Street Footwear,68.96,836,57650.56,25336.31,0.4395,In-store,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-05,West,Nevada,Reno,Men's Apparel,50.15,139,6970.85,1518.0,0.2178,Outlet,Apparel,False,2020,2020-08
Sports Direct,1128299,2020-08-05,Southeast,Virginia,Virginia Beach,Men's Street Footwear,76.82,253,19435.46,8798.21,0.4527,In-store,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-05,Northeast,New Jersey,Jersey City,Women's Athletic Footwear,84.71,769,65141.99,23790.5,0.3652,Online,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-05,South,Texas,Dallas,Women's Athletic Footwear,47.51,714,33922.14,16412.01,0.4838,Online,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-05,Midwest,Minnesota,Saint Paul,Men's Apparel,28.31,204,5775.24,1980.46,0.3429,Online,Apparel,False,2020,2020-08
Walmart,1197831,2020-08-05,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,98.36,247,24294.92,5740.37,0.2363,Online,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-05,Midwest,Minnesota,Saint Paul,Women's Apparel,32.77,258,8454.66,3444.08,0.4074,In-store,Apparel,False,2020,2020-08
Foot Locker,1185732,2020-08-05,South,Texas,Houston,Women's Street Footwear,65.29,180,11752.2,2552.17,0.2172,Online,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-05,West,California,Los Angeles,Women's Athletic Footwear,95.67,655,62663.85,24006.96,0.3831,In-store,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-05,South,Tennessee,Nashville,Women's Athletic Footwear,62.07,614,38110.98,4984.61,0.1308,Outlet,Footwear,False,2020,2020-08
Sports Direct,1128299,2020-08-06,South,Tennessee,Memphis,Women's Athletic Footwear,64.28,668,42939.04,6065.34,0.1413,Outlet,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-06,Southeast,Georgia,Atlanta,Women's Athletic Footwear,75.86,284,21544.24,3946.01,0.1832,Outlet,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-06,Midwest,Minnesota,Minneapolis,Women's Apparel,37.55,660,24783.0,12433.43,0.5017,In-store,Apparel,False,2020,2020-08
Walmart,1197831,2020-08-06,West,Washington,Spokane,Women's Athletic Footwear,66.36,149,9887.64,3890.21,0.3934,In-store,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-06,Midwest,Ohio,Cleveland,Women's Street Footwear,68.49,569,38970.81,10152.13,0.2605,Outlet,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-06,Southeast,Florida,Tampa,Women's Apparel,37.87,413,15640.31,4745.56,0.3034,Online,Apparel,False,2020,2020-08
Walmart,1197831,2020-08-06,Southeast,Virginia,Virginia Beach,Women's Apparel,43.35,76,3294.6,1239.24,0.3761,Online,Apparel,False,2020,2020-08
Kohl's,1197834,2020-08-06,Midwest,Ohio,Cleveland,Men's Athletic Footwear,102.92,56,5763.52,2710.56,0.4703,In-store,Footwear,False,2020,2020-08
Sports Direct,1128299,2020-08-06,West,Nevada,Reno,Men's Street Footwear,71.45,363,25936.35,10444.52,0.4027,In-store,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-06,West,Washington,Seattle,Men's Athletic Footwear,81.8,788,64458.4,23018.84,0.3571,Online,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-06,South,Texas,Dallas,Men's Apparel,27.81,404,11235.24,4508.59,0.4013,In-store,Apparel,False,2020,2020-08
Walmart,1197831,2020-08-06,South,Oklahoma,Tulsa,Women's Street Footwear,43.01,794,34149.94,12394.22,0.3629,Online,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-06,West,Nevada,Las Vegas,Men's Street Footwear,104.49,214,22360.86,11341.37,0.5072,In-store,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-06,West,California,San Diego,Men's Street Footwear,79.49,123,9777.27,3506.18,0.3586,In-store,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-06,Southeast,Florida,Miami,Women's Street Footwear,54.64,623,34040.72,14744.4,0.4331,In-store,Footwear,False,2020,2020-08
Sports Direct,1128299,2020-08-06,Midwest,Ohio,Cleveland,Women's Apparel,44.18,203,8968.54,2967.08,0.3308,Online,Apparel,False,2020,2020-08
Kohl's,1197834,2020-08-07,Midwest,Illinois,Springfield,Men's Apparel,49.68,73,3626.64,1704.79,0.4701,In-store,Apparel,False,2020,2020-08
Amazon,1128302,2020-08-07,Northeast,New Jersey,Newark,Men's Street Footwear,82.58,685,56567.3,17075.16,0.3019,In-store,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-07,Northeast,New Jersey,Jersey City,Women's Athletic Footwear,83.88,451,37829.88,7152.35,0.1891,Outlet,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-07,Northeast,New Jersey,Jersey City,Men's Athletic Footwear,56.94,415,23630.1,4541.91,0.1922,Outlet,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-07,Northeast,New York,Buffalo,Women's Athletic Footwear,53.72,703,37765.16,11007.14,0.2915,Online,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-07,Southeast,Georgia,Savannah,Men's Street Footwear,62.94,644,40533.36,15617.9,0.3853,Online,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-07,Northeast,Massachusetts,Worcester,Women's Apparel,59.85,142,8498.7,3555.49,0.4184,In-store,Apparel,False,2020,2020-08
Amazon,1128302,2020-08-07,West,California,San Francisco,Men's Athletic Footwear,81.23,282,22906.86,7927.0,0.3461,Online,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-07,Northeast,New Jersey,Newark,Women's Street Footwear,72.29,302,21831.58,9937.74,0.4552,Online,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-07,Midwest,Minnesota,Saint Paul,Women's Apparel,49.18,604,29704.72,12383.75,0.4169,In-store,Apparel,False,2020,2020-08
West Gear,1189833,2020-08-07,Midwest,Illinois,Springfield,Men's Athletic Footwear,69.97,165,11545.05,3174.64,0.275,Outlet,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-07,Midwest,Illinois,Springfield,Women's Athletic Footwear,37.77,712,26892.24,5524.29,0.2054,Outlet,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-07,Southeast,North Carolina,Raleigh,Women's Street Footwear,67.62,198,13388.76,2778.84,0.2076,Outlet,Footwear,False,2020,2020-08
Sports Direct,1128299,2020-08-08,South,Tennessee,Memphis,Men's Apparel,31.3,402,12582.6,2894.39,0.23,Online,Apparel,False,2020,2020-08
Walmart,1197831,2020-08-08,West,Nevada,Reno,Women's Athletic Footwear,69.45,410,28474.5,11925.17,0.4188,In-store,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-08,South,Oklahoma,Tulsa,Men's Athletic Footwear,103.94,182,18917.08,7738.51,0.4091,In-store,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-08,Southeast,Virginia,Virginia Beach,Men's Street Footwear,83.87,358,30025.46,13946.28,0.4645,In-store,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-08,Southeast,Florida,Tampa,Women's Athletic Footwear,55.36,389,21535.04,6475.18,0.3007,Online,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-08,Northeast,New Jersey,Jersey City,Women's Apparel,50.74,177,8980.98,4022.69,0.4479,In-store,Apparel,False,2020,2020-08
West Gear,1189833,2020-08-08,South,Tennessee,Nashville,Women's Street Footwear,63.48,555,35231.4,10893.87,0.3092,Online,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-08,Midwest,Michigan,Grand Rapids,Women's Athletic Footwear,52.62,634,33361.08,13731.45,0.4116,Online,Footwear,False,2020,2020-08
Sports Direct,1128299,2020-08-08,Southeast,Georgia,Savannah,Men's Apparel,23.34,385,8985.9,2654.53,0.2954,Online,Apparel,False,2020,2020-08
Amazon,1128302,2020-08-08,South,Texas,Houston,Women's Athletic Footwear,51.72,391,20222.52,7648.9,0.3782,In-store,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-08,West,Washington,Seattle,Women's Athletic Footwear,58.74,492,28900.08,8958.82,0.31,Online,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-08,South,Oklahoma,Oklahoma City,Men's Street Footwear,60.49,568,34358.32,10331.3,0.3007,Online,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-08,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,74.91,405,30338.55,13620.79,0.449,In-store,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-08,West,Colorado,Denver,Men's Athletic Footwear,101.68,294,29893.92,8086.45,0.2705,Online,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-08,Southeast,Georgia,Atlanta,Men's Athletic Footwear,76.32,92,7021.44,1151.12,0.1639,Outlet,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-08,Midwest,Illinois,Springfield,Women's Street Footwear,72.08,374,26957.92,6679.8,0.2478,Outlet,Footwear,False,2020,2020-08
Sports Direct,1128299,2020-08-08,Midwest,Ohio,Cleveland,Women's Street Footwear,89.49,758,67833.42,29852.34,0.4401,In-store,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-08,West,Colorado,Denver,Women's Athletic Footwear,66.21,822,54424.62,30029.38,0.5518,In-store,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-08,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,84.24,299,25187.76,7569.9,0.3005,Online,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-08,Northeast,New Jersey,Jersey City,Men's Street Footwear,80.37,603,48463.11,11614.47,0.2397,Outlet,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-08,West,Colorado,Colorado Springs,Women's Athletic Footwear,49.69,552,27428.88,10531.64,0.384,Online,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-09,South,Tennessee,Memphis,Men's Street Footwear,68.09,292,19882.28,9264.36,0.466,In-store,Footwear,False,2020,2020-08
West Gear,1189833,2020-08-09,Northeast,Massachusetts,Worcester,Women's Street Footwear,44.39,826,36666.14,8482.1,0.2313,Outlet,Footwear,False,2020,2020-08
Sports Direct,1128299,2020-08-09,Southeast,Florida,Miami,Women's Street Footwear,61.63,132,8135.16,2052.37,0.2523,Online,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-09,West,Colorado,Denver,Men's Street Footwear,100.84,516,52033.44,24138.65,0.4639,In-store,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-09,West,Washington,Seattle,Men's Street Footwear,76.54,624,47760.96,16976.67,0.3555,In-store,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-09,Midwest,Illinois,Chicago,Men's Athletic Footwear,101.78,443,45088.54,17949.17,0.3981,In-store,Footwear,False,2020,2020-08
Amazon,1128302,2020-08-09,West,Washington,Seattle,Men's Apparel,40.28,168,6767.04,1627.29,0.2405,Outlet,Apparel,False,2020,2020-08
Walmart,1197831,2020-08-09,Northeast,Pennsylvania,Philadelphia,Men's Apparel,54.59,320,17468.8,5863.29,0.3356,Online,Apparel,False,2020,2020-08
Walmart,1197831,2020-08-09,Southeast,Virginia,Richmond,Women's Athletic Footwear,52.42,169,8858.98,4149.6,0.4684,In-store,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-09,South,Louisiana,Baton Rouge,Men's Apparel,49.93,840,41941.2,17521.43,0.4178,In-store,Apparel,False,2020,2020-08
West Gear,1189833,2020-08-09,West,Colorado,Colorado Springs,Men's Street Footwear,67.41,713,48063.33,6912.42,0.1438,Outlet,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-09,West,Washington,Seattle,Men's Street Footwear,39.93,19,758.67,87.64,0.1155,Outlet,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-09,South,Tennessee,Memphis,Women's Apparel,57.39,416,23874.24,10226.19,0.4283,In-store,Apparel,False,2020,2020-08
Sports Direct,1128299,2020-08-09,Midwest,Ohio,Columbus,Women's Street Footwear,52.63,566,29788.58,9413.25,0.316,Online,Footwear,False,2020,2020-08
Kohl's,1197834,2020-08-10,South,Louisiana,Baton Rouge,Men's Apparel,28.11,368,10344.48,3372.36,0.326,Online,Apparel,False,2020,2020-08
Kohl's,1197834,2020-08-10,Midwest,Illinois,Chicago,Women's Street Footwear,69.96,354,24765.84,7550.34,0.3049,Outlet,Footwear,False,2020,2020-08
Foot Locker,1185732,2020-08-10,Southeast,Virginia,Richmond,Men's Athletic Footwear,72.33,619,44772.27,11697.75,0.2613,Outlet,Footwear,False,2020,2020-08
Walmart,1197831,2020-08-10,Southeast,Florida,Miami,Women's Athletic Footwear,67.84,281,19063.04,9797.51,0.514,In-store,Footwear,False,2020,2020-08
